epoch,accuracy,loss,val_accuracy,val_loss
37,0.6119574,1.0276649122718273,0.5993313193321228,1.049201007871184
38,0.6139389,1.0229239430514065,0.6026748418807983,1.0380358553490754
39,0.6125766,1.017755032918115,0.6163276433944702,1.0257432260497363
40,0.616323,1.0069411358853095,0.6093619465827942,1.038888472672391
41,0.6166326,1.0065712504980697,0.6096405386924744,1.0252121266431216
42,0.62523997,0.9913669233130511,0.6124268770217896,1.0370737849652982
43,0.6254567,0.9922894616858997,0.6244078874588013,1.0079253368239511
44,0.62759304,0.9848227705318601,0.6196712255477905,1.015442015999172
45,0.6316181,0.9732602824772967,0.6090832948684692,1.0302089206286877
46,0.63428074,0.9735838888274515,0.61521315574646,1.0246854081529866
47,0.6340021,0.9701232293699023,0.6241292953491211,1.013297745861958
48,0.63486904,0.9659608862216837,0.6196712255477905,1.0102990085482764
49,0.6355192,0.9557909770745361,0.5943159461021423,1.0635093703978107
50,0.64140195,0.9529865534949712,0.630259096622467,1.0141974201638175
51,0.64617,0.9346899147136741,0.6193925738334656,1.0174399598722972
52,0.6420212,0.947154902985195,0.6291446089744568,1.0017418537873284
53,0.64548886,0.9386323205501541,0.6258010864257812,1.025420758643832
54,0.64440525,0.9337519258159227,0.6210643649101257,1.0170944288402057
55,0.65013313,0.9285575046805938,0.6199498176574707,1.014488962075942
56,0.6529197,0.9163504899511457,0.6196712255477905,1.0275789424548676
57,0.6528578,0.924659999363695,0.5993313193321228,1.0742362498174174
58,0.65579915,0.9108117652150512,0.6324881315231323,1.0046349132449621
59,0.6588334,0.9006559601087852,0.630537748336792,0.9991005707929712
60,0.6644374,0.8901674652979524,0.6344385743141174,1.005512909591613
61,0.66431355,0.8966727800373396,0.6341599225997925,0.9952419539884991
62,0.66453034,0.8886873752489586,0.622178852558136,1.0241487368995281
63,0.6693913,0.882726297750437,0.6383393406867981,1.003011722656371
64,0.6668834,0.889141937628406,0.6043466329574585,1.0577867267921663
65,0.67007244,0.8770401540079518,0.6380607485771179,0.9984193795502567
66,0.66713107,0.8788832995395364,0.61604905128479,1.0356321225560918
67,0.6752121,0.8665308163286961,0.6366676092147827,0.9931951675882709
68,0.67663634,0.8647220632344755,0.6358317136764526,0.9988825904456112
69,0.67273515,0.8633460145785319,0.638896644115448,1.003152019899846
70,0.67626476,0.8617958239456679,0.6333240270614624,1.0047525025636381
71,0.6776581,0.857276649838727,0.6338813304901123,1.0078619932789563
72,0.6776581,0.8563854863225981,0.6310949921607971,1.0021027259157043
73,0.6772556,0.8482822785695512,0.6319308876991272,0.9998179912965721
74,0.68276674,0.842266401910023,0.6372248530387878,0.9940097715636089
75,0.682519,0.8427057215743585,0.6391752362251282,0.9959092190020528
76,0.68406713,0.8471951267063614,0.6358317136764526,0.9898725098373167
77,0.691467,0.8341159264039931,0.6361103653907776,1.0007236536647257
78,0.68933064,0.8300709793003538,0.6430760622024536,0.982926212469161
79,0.69307697,0.827156501891436,0.6330454349517822,0.9910943155735108
80,0.6916527,0.8181156798984046,0.6252437829971313,1.0219097026512463
81,0.6901975,0.8254044434590062,0.6397325396537781,1.0036144283828246
82,0.6926125,0.8233545205638729,0.6366676092147827,0.9929973237459359
83,0.6935104,0.8170129986870539,0.6472554802894592,0.9928724047333193
84,0.6946251,0.814748542029331,0.6375035047531128,1.0112001916331879
85,0.69360334,0.814178664718695,0.6347171664237976,1.0050547919455395
86,0.7002291,0.8030516684656948,0.6391752362251282,0.9990144934817654
87,0.70050776,0.8003128123317342,0.6394538879394531,1.0018771883836195
88,0.70199394,0.7994647320634227,0.6104764342308044,1.0680102336768753
89,0.7015295,0.7968755677961566,0.6344385743141174,1.0082855452133375
90,0.7030157,0.7971969968992547,0.6439119577407837,0.9863411876676341
91,0.7065763,0.7873475733198421,0.6464196443557739,1.0010042782446307
92,0.70465666,0.7875333894730441,0.6397325396537781,0.997925635532072
93,0.7043161,0.7860754131864812,0.646976888179779,0.9989898917601281
94,0.70217973,0.7907543005947137,0.6394538879394531,0.9914302454249844
95,0.70608085,0.7862481631076079,0.638617992401123,1.0031845918037858
96,0.7048424,0.781488258873053,0.6447478532791138,0.9958778622091298
97,0.7079076,0.7783943465216786,0.6411256790161133,0.993516429116979
98,0.7109728,0.7744898837346013,0.6397325396537781,1.0056285430176672
99,0.7056474,0.7780749471802203,0.6411256790161133,0.9915976502431006
