epoch,accuracy,loss,val_accuracy,val_loss
0,0.29302123,1.7734497986649485,0.29088881611824036,1.7377798691470832
1,0.35989845,1.6287931687131048,0.3329618275165558,1.692574450085508
2,0.39154127,1.5630994250629848,0.39816105365753174,1.513585022512868
3,0.40915847,1.5263258020193837,0.4352187216281891,1.462317803537789
4,0.42733297,1.479140119225154,0.4485929310321808,1.4229781160649566
5,0.44429997,1.4374907381564546,0.4772917330265045,1.3467870168481308
6,0.46287695,1.3966872007368931,0.284758985042572,1.9571278148721805
7,0.47114372,1.3780764705721855,0.5213151574134827,1.25546970105696
8,0.4775528,1.3523650593680563,0.46308162808418274,1.37940056864084
9,0.48848227,1.328053725475172,0.522150993347168,1.2321958301060045
10,0.49356,1.3094369313821563,0.5260518193244934,1.2128081908960733
11,0.5055731,1.285773680146482,0.5135135054588318,1.2661207799760037
12,0.50900984,1.2765348394025302,0.5433268547058105,1.195685644042163
13,0.514521,1.2631506758050968,0.5397046804428101,1.1948078157975501
14,0.52111584,1.2543711010919163,0.5436054468154907,1.1622023372538544
15,0.5270295,1.2306039677263303,0.5569796562194824,1.1498833018513104
16,0.5287015,1.2216927271759157,0.5653385519981384,1.127798900195037
17,0.53517246,1.2075900772170198,0.5642240047454834,1.129085932644206
18,0.543594,1.1982379357315334,0.5586514472961426,1.1400679072220368
19,0.5438108,1.183580170305781,0.5603232383728027,1.1398514506211683
20,0.5518298,1.179427221291013,0.5762050747871399,1.1021830651646505
21,0.558146,1.1630203316540784,0.5893006324768066,1.083700669977651
22,0.5594774,1.150474593597888,0.5739760398864746,1.0991362494391363
23,0.5614589,1.144275399522299,0.5859571099281311,1.0869862746647654
24,0.5673416,1.131160781762793,0.5731401443481445,1.1028257985738168
25,0.5732863,1.1233934772384448,0.5789913535118103,1.0975568738612136
26,0.5764444,1.1095761301879343,0.5787127614021301,1.1173758580180455
27,0.5733172,1.111300946529513,0.5962663888931274,1.0656588710958694
28,0.58136725,1.0958259053714239,0.591251015663147,1.0670635484991449
29,0.5827915,1.096541790868027,0.5901365280151367,1.068171660360037
30,0.585609,1.088378165718852,0.584006667137146,1.0899457221045803
31,0.5898817,1.0809368156812473,0.5948732495307922,1.0782992891296765
32,0.5967862,1.0675781571139447,0.5990526676177979,1.0577789827056103
33,0.5954239,1.0595288605385575,0.5959877371788025,1.0703459959835286
34,0.60062546,1.0522450782675603,0.6096405386924744,1.0597118091104953
35,0.60449564,1.0438149387131195,0.5853998064994812,1.0968429515806204
36,0.60749894,1.0354162564705205,0.6023961901664734,1.0493295081779797
